StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28,Q134,Q30,Q31,Q32,Q33,Q34,Q36,Q37,Q38,Q39,Q40,Q42,Q43,Q44,Q45,Q46,Q47,Q49,Q50,Q51,Q52,Q53,Q56,Q57,Q58,Q59,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q71,Q72,Q73,Q74,Q75,Q77,Q78,Q79,Q80,Q82,Q83,Q84,Q85,Q135,Q87,Q88,Q89,Q90,Q91,Q93,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q104,Q106,Q107,Q108,Q109,Q110,Q112,Q113,Q114,Q115,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Q133,Q135,Q137,Q139,Q133 - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"When he unlocked his door, Al intended to do that.","When he turned on his computer, Al intended to do that.","When he made his computer crash, Al intended to do that.","When he checked his e-mail, Al intended to do that.",Al intentionally turned on his computer.,Al intentionally unlocked his door.,Al intentionally made his computer crash.,"When she slammed on her brakes, Beth intended to do that.",Beth intended to avoid hitting the dog.,"When she made her lunch fall onto the floor, Beth intended to do that.",Beth intentionally made her lunch fall onto the floor.,Beth intentionally slammed on her brakes.,"When he pressed the orange button, Carlos intended to produced the brain wave he produced.","When he pressed the orange button, Carlos intended to do that.",Carlos intentionally pressed the orange button.,Carlos intentionally produced the brain wave he produced.,"When Debby pressed the Z key, she intended to do that.","When Debby pressed the Z key, she intended to produce the brain wave she produced.",Debby intentionally produced the brain wave she produced.,Debby intentionally pressed the Z key.,"Please select ""somewhat agree"" from the answer choices below.","When he frightened the burglar, Ezra intended to do that.","When he flipped the switch, Ezra intended to do that.","When he turned on his kitchen light, Ezra intended to do that.",Ezra intentionally frightened the burglar.,Ezra intentionally flipped the switch.,"When she irritated the cyclist, Filomena intended to do that.","When she released a lot of exhaust fumes, Filomena intended to do that.","When she pressed down on her gas pedal, Filomena intended to do that.",Filomena intentionally released a lot of exhaust fumes.,Filomena intentionally pressed down on her gas pedal.,"When he drove over the plastic bag, Greg intended to do that.","When he turned left, Greg intended to do that.","When he used his turn signal, Greg intended to do that.",Greg intended to signal for a right turn.,Greg intentionally drove over the plastic bag.,Greg intentionally used his turn signal.,Hannah intended to walk to the library.,Hannah intended to take each step she took on her way to the library.,Hannah intended to make Ike count her steps.,Hanna intentionally took each step she took on her way to the library.,Hannah intentionally walked to the library.,Ivan intended to shout at the skateboarder.,Ivan intended to upset the professor.,Ivan intentionally shouted at the skateboarder.,Ivan intentionally upset the professor.,"When he unlocked his door, Al intended to do that.","When he turned on his computer, Al intended to do that.","When he made his computer crash, Al intended to do that.","When he checked his e-mail, Al intended to do that.",Al intentionally turned on his computer.,Al intentionally unlocked his door.,Al intentionally made his computer crash.,"When she slammed on her brakes, Beth intended to do that.",Beth intended to avoid hitting the dog.,"When she made her lunch fall onto the floor, Beth intended to do that.",Beth intentionally made her lunch fall onto the floor.,Beth intentionally slammed on her brakes.,"When he pressed the orange button, Carlos intended to produced the brain wave he produced.","When he pressed the orange button, Carlos intended to do that.",Carlos intentionally pressed the orange button.,Carlos intentionally produced the brain wave he produced.,"When Debby pressed the Z key, she intended to do that.","When Debby pressed the Z key, she intended to produce the brain wave she produced.",Debby intentionally produced the brain wave she produced.,Debby intentionally pressed the Z key.,"Please select ""somewhat agree"" from the answer choices below.","When he frightened the burglar, Ezra intended to do that.","When he flipped the switch, Ezra intended to do that.","When he turned on his kitchen light, Ezra intended to do that.",Ezra intentionally frightened the burglar.,Ezra intentionally flipped the switch.,"When she irritated the cyclist, Filomena intended to do that.","When she released a lot of exhaust fumes, Filomena intended to do that.","When she pressed down on her gas pedal, Filomena intended to do that.",Filomena intentionally released a lot of exhaust fumes.,Filomena intentionally pressed down on her gas pedal.,"When he drove over the plastic bag, Greg intended to do that.","When he turned left, Greg intended to do that.","When he used his turn signal, Greg intended to do that.",Greg intended to signal for a right turn.,Greg intentionally drove over the plastic bag.,Greg intentionally used his turn signal.,Hannah intended to walk to the library.,Hannah intended to take each step she took on her way to the library.,Hannah intended to make Ike count her steps.,Hanna intentionally took each step she took on her way to the library.,Hannah intentionally walked to the library.,Ivan intended to shout at the skateboarder.,Ivan intended to upset the professor.,Ivan intentionally shouted at the skateboarder.,Ivan intentionally upset the professor.,What is your gender?,"If your gender identity was not represented in the choices above, please write in your gender here.",What is your sexual orientation?,"If your sexual orientation was not represented in the choices above, please write in your sexual orientation here.",What is your relationship status?,What is your age?,What is your race/ethnicity?,"If your race/ethnicity was not represented in the choices above, please write in your race/ethnicity here.",What is your religious affiliation?,Use the following five-point scale to indicate how religious you consider yourself to be.,How would you describe yourself in terms of political ideology?,Q133 - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28""}","{""ImportId"":""QID134""}","{""ImportId"":""QID30""}","{""ImportId"":""QID31""}","{""ImportId"":""QID32""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID38""}","{""ImportId"":""QID39""}","{""ImportId"":""QID40""}","{""ImportId"":""QID42""}","{""ImportId"":""QID43""}","{""ImportId"":""QID44""}","{""ImportId"":""QID45""}","{""ImportId"":""QID46""}","{""ImportId"":""QID47""}","{""ImportId"":""QID49""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID53""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID59""}","{""ImportId"":""QID63""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID68""}","{""ImportId"":""QID69""}","{""ImportId"":""QID71""}","{""ImportId"":""QID72""}","{""ImportId"":""QID73""}","{""ImportId"":""QID74""}","{""ImportId"":""QID75""}","{""ImportId"":""QID77""}","{""ImportId"":""QID78""}","{""ImportId"":""QID79""}","{""ImportId"":""QID80""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID84""}","{""ImportId"":""QID85""}","{""ImportId"":""QID135""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88""}","{""ImportId"":""QID89""}","{""ImportId"":""QID90""}","{""ImportId"":""QID91""}","{""ImportId"":""QID93""}","{""ImportId"":""QID94""}","{""ImportId"":""QID95""}","{""ImportId"":""QID96""}","{""ImportId"":""QID97""}","{""ImportId"":""QID99""}","{""ImportId"":""QID100""}","{""ImportId"":""QID101""}","{""ImportId"":""QID102""}","{""ImportId"":""QID103""}","{""ImportId"":""QID104""}","{""ImportId"":""QID106""}","{""ImportId"":""QID107""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID112""}","{""ImportId"":""QID113""}","{""ImportId"":""QID114""}","{""ImportId"":""QID115""}","{""ImportId"":""QID117""}","{""ImportId"":""QID118_TEXT""}","{""ImportId"":""QID119""}","{""ImportId"":""QID120_TEXT""}","{""ImportId"":""QID121""}","{""ImportId"":""QID122""}","{""ImportId"":""QID123""}","{""ImportId"":""QID124_TEXT""}","{""ImportId"":""QID125""}","{""ImportId"":""QID126""}","{""ImportId"":""QID127""}","{""ImportId"":""QID124_TEXT_46cb3a852fc44fdc98c1828aTopics""}"
2018-04-23 21:30:08,2018-04-23 21:32:22,0,68.9.43.206,100,133,1,2018-04-23 21:32:22,R_3QWYG8qaZyigzEJ,,,,,41.878402709961,-71.353897094727,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,5,4,5,4,5,5,3,5,4,5,3,2,5,5,4,3,4,3,5,3,5,4,5,5,4,5,3,5,5,4,3,5,4,4,3,4,3,3,4,5,3,4,5,1,,1,,1,6,3,,1,3,2,
2018-04-23 21:31:05,2018-04-23 21:32:24,0,198.72.247.247,100,79,1,2018-04-23 21:32:24,R_BPr4Wl0OLwtppG9,,,,,34.096405029297,-117.966796875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7,5,2,6,5,3,1,6,3,7,5,2,7,5,3,1,7,3,3,3,1,7,5,2,3,1,6,3,7,3,6,1,5,3,7,3,7,5,2,6,3,1,7,3,2,,3,,4,5,6,,7,3,3,
2018-04-23 21:29:27,2018-04-23 21:33:05,0,71.173.193.120,100,218,1,2018-04-23 21:33:06,R_10ZwO9WGBkkUIzj,,,,,40.27619934082,-76.788902282715,anonymous,EN,1,1,7,1,1,1,7,1,1,7,7,1,1,1,1,7,1,7,7,1,3,7,1,1,7,1,7,7,1,7,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,9,3,,1,2,2,
2018-04-23 21:28:48,2018-04-23 21:33:35,0,209.6.192.146,100,286,1,2018-04-23 21:33:35,R_7WNaRF5neSXCoSJ,,,,,42.382797241211,-71.095497131348,anonymous,EN,2,2,6,2,2,1,6,2,2,6,7,2,4,2,2,4,2,5,6,2,3,3,2,2,3,2,5,6,2,6,2,5,2,1,5,6,2,2,3,6,3,2,2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,3,,7,1,6,
2018-04-23 21:29:22,2018-04-23 21:33:38,0,23.242.120.131,100,256,1,2018-04-23 21:33:39,R_3HN4yZHlnIERAGx,,,,,33.922393798828,-117.24760437012,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,1,7,2,1,7,7,1,3,1,3,3,1,3,3,1,3,7,1,1,7,1,7,6,2,6,2,5,1,2,2,6,2,1,5,6,5,1,2,7,2,7,2,,3,,1,9,5,,6,1,7,
2018-04-23 21:29:00,2018-04-23 21:33:44,0,107.172.209.160,100,284,1,2018-04-23 21:33:45,R_27ri385FQTuJEL0,,,,,34.049392700195,-118.26409912109,anonymous,EN,2,3,3,2,3,2,3,2,3,2,3,2,2,3,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,12,1,,1,5,4,
2018-04-23 21:29:00,2018-04-23 21:33:48,0,151.202.39.218,100,288,1,2018-04-23 21:33:49,R_WqEcvnU6Ce6pOpP,,,,,40.626007080078,-74.094200134277,anonymous,EN,1,1,7,1,1,1,7,1,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,1,7,1,7,7,1,7,1,7,1,3,3,7,3,1,4,7,4,1,3,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,11,3,,7,1,7,
2018-04-23 21:28:54,2018-04-23 21:34:06,0,108.28.30.108,100,312,1,2018-04-23 21:34:07,R_3ikYmvkemRKjRQz,,,,,39.000701904297,-76.972999572754,anonymous,EN,1,1,7,2,1,1,7,1,1,7,6,1,7,1,1,7,1,7,7,1,3,7,1,1,7,1,7,7,1,7,1,5,1,1,7,3,1,1,2,7,1,1,3,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,"1,2",12,3,,7,1,5,
2018-04-23 21:29:08,2018-04-23 21:34:13,0,172.242.161.47,100,305,1,2018-04-23 21:34:14,R_3prUgsYRGUU68m3,,,,,35.07389831543,-83.705101013184,anonymous,EN,1,1,7,1,1,1,7,2,1,7,7,1,7,1,2,7,2,7,7,2,3,7,2,1,7,2,7,7,3,7,3,6,3,3,7,7,3,3,2,7,3,2,3,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,13,3,,1,5,2,
2018-04-23 21:29:45,2018-04-23 21:34:17,0,67.240.175.29,100,271,1,2018-04-23 21:34:18,R_2wcXe5uBikakLH0,,,,,42.781204223633,-77.777801513672,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,1,7,1,1,6,6,1,7,2,2,7,2,7,7,1,3,7,1,1,7,1,7,7,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,2,,1,,4,12,3,,6,1,7,
2018-04-23 21:29:02,2018-04-23 21:34:19,0,113.173.30.76,100,316,1,2018-04-23 21:34:19,R_1d0uKzCgaHu5qEG,,,,,10.814193725586,106.64379882812,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,2,2,2,7,2,2,6,6,2,4,2,2,4,2,4,5,2,3,5,2,2,5,2,6,6,2,6,2,2,2,3,2,2,3,2,3,6,2,2,2,6,2,6,1,,1,,2,15,2,,7,1,3,
2018-04-23 21:28:45,2018-04-23 21:34:21,0,216.134.243.126,100,336,1,2018-04-23 21:34:22,R_115RhrlrC9LnGEC,,,,,35.873199462891,-92.071701049805,anonymous,EN,1,1,7,1,1,1,7,1,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,1,7,1,7,7,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,35,3,,1,5,2,
2018-04-23 21:29:20,2018-04-23 21:34:26,0,73.231.79.179,100,306,1,2018-04-23 21:34:27,R_Ui00jkQYDm0uSmB,,,,,37.811599731445,-122.24200439453,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,1,7,1,1,7,6,1,6,2,1,7,1,7,7,1,3,7,1,1,7,1,7,7,1,7,1,5,1,3,7,5,3,1,5,7,5,1,3,7,2,7,1,,1,,1,20,3,,7,1,6,
2018-04-23 21:28:34,2018-04-23 21:34:38,0,69.23.61.144,100,364,1,2018-04-23 21:34:39,R_20OqUdMVqjRSm0L,,,,,38.00520324707,-84.983001708984,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,1,7,1,1,7,7,1,6,1,1,6,1,6,6,1,3,7,1,1,7,1,7,7,1,7,1,4,1,2,2,4,2,1,2,7,2,1,2,6,1,6,1,,1,,4,33,3,,1,3,4,
